household_id,monthly_electricity_consumption_kwh,household_income,household_size,urban_or_rural,appliance_count,renewable_energy_access,electricity_dependency_score
HH_00502,235.5,37542,8,Rural,3,No,8.65
HH_00503,219.0,12062,5,Rural,1,No,10.0
HH_00504,206.5,23434,4,Urban,1,Yes,7.11
HH_00505,250.6,43946,1,Urban,5,Yes,7.11
HH_00506,193.8,45010,6,Rural,3,No,8.77
HH_00507,257.7,69612,3,Urban,7,No,6.01
HH_00508,125.9,8493,2,Rural,1,No,8.07
HH_00509,171.5,29871,3,Urban,4,No,5.56
HH_00510,172.8,20025,4,Urban,2,No,10.0
HH_00511,162.8,29809,5,Urban,2,Yes,6.14
HH_00512,193.9,47135,3,Rural,6,No,7.34
HH_00513,143.6,14906,4,Urban,1,Yes,8.21
HH_00514,127.3,13250,1,Urban,2,No,6.64
HH_00515,177.6,21289,5,Urban,1,No,6.35
HH_00516,168.6,41584,1,Urban,4,Yes,4.96
HH_00517,158.0,50795,3,Urban,4,Yes,7.33
HH_00518,284.6,23402,5,Rural,2,No,8.24
HH_00519,284.7,70863,9,Urban,7,No,7.24
HH_00520,142.6,6249,3,Rural,1,No,9.35
HH_00521,233.7,36721,4,Rural,3,No,8.92
HH_00522,220.2,29023,3,Urban,5,No,7.13
HH_00523,177.7,54284,3,Urban,4,No,6.81
HH_00524,162.9,15820,2,Urban,1,Yes,7.02
HH_00525,190.2,35104,6,Urban,3,No,6.74
HH_00526,213.2,40330,6,Urban,4,No,6.41
HH_00527,271.0,36010,4,Rural,3,No,10.0
HH_00528,191.5,6953,4,Rural,1,Yes,9.08
HH_00529,189.2,18335,4,Rural,1,No,7.38
HH_00530,198.3,18250,5,Urban,3,Yes,7.9
HH_00531,194.0,24377,5,Rural,1,No,8.44
HH_00532,170.5,28694,3,Rural,2,No,8.96
HH_00533,203.7,75766,3,Urban,6,No,6.42
HH_00534,156.1,25389,2,Urban,1,Yes,8.75
HH_00535,163.2,61049,1,Urban,4,Yes,6.6
HH_00536,305.4,79193,4,Urban,8,No,7.23
HH_00537,213.9,13057,6,Urban,1,No,8.35
HH_00538,125.3,50539,3,Urban,4,No,6.01
HH_00539,271.1,62206,3,Urban,5,Yes,7.04
HH_00540,210.6,15411,5,Rural,1,No,8.64
HH_00541,239.3,8705,7,Rural,1,No,8.4
HH_00542,202.2,61628,1,Urban,6,No,5.93
HH_00543,152.2,8764,4,Rural,1,No,10.0
HH_00544,164.3,16173,3,Rural,2,Yes,10.0
HH_00545,246.8,34167,6,Urban,2,Yes,6.76
HH_00546,164.3,53767,2,Urban,5,No,7.21
HH_00547,130.9,24031,2,Urban,2,No,7.83
HH_00548,179.8,23210,7,Urban,1,Yes,7.18
HH_00549,185.5,19100,4,Rural,3,No,10.0
HH_00550,274.1,64019,4,Urban,6,No,8.61
HH_00551,337.5,138077,3,Urban,13,Yes,5.02
HH_00552,208.9,14166,5,Urban,1,Yes,9.15
HH_00553,221.7,42290,4,Urban,6,Yes,6.81
HH_00554,190.5,9378,2,Rural,2,No,8.58
HH_00555,276.8,64498,2,Urban,6,Yes,6.73
HH_00556,137.5,19929,4,Urban,1,No,8.35
HH_00557,205.6,23349,4,Urban,1,No,7.51
HH_00558,218.8,24576,6,Urban,1,No,8.16
HH_00559,176.7,33435,3,Urban,2,No,7.59
HH_00560,230.3,42489,4,Urban,4,Yes,8.33
HH_00561,267.6,46785,7,Urban,5,No,7.59
HH_00562,174.8,34879,1,Urban,4,Yes,8.61
HH_00563,126.9,8104,3,Rural,1,Yes,8.69
HH_00564,276.9,54164,7,Urban,5,No,6.87
HH_00565,170.7,33905,3,Urban,4,Yes,7.4
HH_00566,122.0,36140,1,Rural,1,No,8.18
HH_00567,182.5,11772,6,Rural,1,No,8.5
HH_00568,224.3,13382,5,Urban,3,No,8.08
HH_00569,199.3,34292,5,Urban,3,No,7.93
HH_00570,194.5,76166,3,Urban,5,No,6.72
HH_00571,237.3,38548,4,Urban,3,Yes,8.17
HH_00572,194.5,15967,7,Rural,1,No,8.35
HH_00573,138.3,20762,3,Urban,1,Yes,7.33
HH_00574,199.2,51677,2,Rural,3,Yes,7.64
HH_00575,185.4,9704,3,Rural,1,No,9.46
HH_00576,207.9,22648,4,Urban,3,Yes,8.0
HH_00577,217.3,25340,3,Rural,2,Yes,10.0
HH_00578,168.6,11492,3,Urban,2,No,6.87
HH_00579,235.5,38672,3,Rural,3,No,9.12
HH_00580,196.5,50900,4,Urban,5,No,8.24
HH_00581,324.5,60032,7,Urban,8,No,6.13
HH_00582,215.0,48921,7,Urban,5,No,6.14
HH_00583,132.5,31774,3,Urban,3,No,6.26
HH_00584,163.3,18494,5,Urban,1,No,8.19
HH_00585,148.9,16549,1,Rural,1,Yes,8.64
HH_00586,147.5,19495,3,Urban,1,Yes,8.05
HH_00587,188.9,46854,1,Urban,6,Yes,6.99
HH_00588,240.6,56793,2,Urban,4,Yes,8.43
HH_00589,237.9,84896,1,Urban,9,No,7.1
HH_00590,156.1,43746,6,Urban,4,No,6.58
HH_00591,197.6,31346,7,Rural,1,No,8.71
HH_00592,268.6,29284,2,Urban,4,Yes,8.12
HH_00593,139.0,26268,3,Urban,2,No,6.69
HH_00594,205.2,46504,7,Urban,3,Yes,8.12
HH_00595,164.1,27756,1,Urban,3,Yes,7.32
HH_00596,252.5,41135,4,Urban,3,No,7.92
HH_00597,170.1,9522,3,Rural,1,No,9.19
HH_00598,162.6,20622,7,Urban,1,No,7.23
HH_00599,192.8,26353,4,Rural,1,No,8.49
HH_00600,257.9,59582,7,Urban,4,No,8.32
HH_00601,176.9,19374,1,Urban,2,No,7.43
HH_00602,179.1,26916,2,Rural,3,No,10.0
HH_00603,166.2,13075,3,Rural,1,No,9.41
HH_00604,223.9,18179,5,Rural,1,No,8.51
HH_00605,205.2,42120,1,Rural,4,No,7.49
HH_00606,212.1,29220,1,Rural,2,No,9.98
HH_00607,214.8,29017,6,Rural,2,No,8.84
HH_00608,376.4,110015,6,Urban,12,Yes,6.67
HH_00609,220.8,11799,4,Rural,2,No,10.0
HH_00610,147.3,19371,2,Urban,1,Yes,8.2
HH_00611,198.2,22693,4,Urban,1,Yes,7.88
HH_00612,162.7,15450,3,Rural,1,No,10.0
HH_00613,243.3,4382,4,Rural,1,No,10.0
HH_00614,241.4,15893,8,Rural,1,No,8.22
HH_00615,165.5,25244,1,Urban,2,No,8.63
HH_00616,211.1,28807,4,Rural,3,No,8.96
HH_00617,216.0,22238,4,Rural,2,No,10.0
HH_00618,163.6,24408,3,Urban,1,No,7.98
HH_00619,300.3,49865,5,Urban,6,Yes,8.07
HH_00620,193.4,54017,2,Urban,5,No,6.86
HH_00621,116.9,11350,2,Rural,1,Yes,8.1
HH_00622,153.2,26037,2,Urban,1,No,8.0
HH_00623,219.6,4735,4,Rural,1,No,10.0
HH_00624,213.9,18191,2,Urban,3,Yes,7.25
HH_00625,175.9,11529,2,Rural,1,No,9.15
HH_00626,148.8,36592,4,Urban,2,Yes,5.58
HH_00627,211.8,10207,7,Rural,1,Yes,9.21
HH_00628,165.8,25720,5,Urban,2,Yes,6.55
HH_00629,117.1,16779,5,Urban,1,No,8.13
HH_00630,165.7,19946,4,Rural,1,Yes,9.43
HH_00631,218.4,23238,4,Rural,2,No,9.11
HH_00632,202.9,22914,2,Rural,3,No,10.0
HH_00633,185.4,35260,3,Urban,3,No,7.57
HH_00634,217.4,13883,5,Urban,1,No,7.92
HH_00635,137.5,24128,1,Urban,2,No,7.84
HH_00636,163.6,27411,3,Urban,3,Yes,7.06
HH_00637,205.9,14131,2,Rural,2,No,10.0
HH_00638,167.1,18828,3,Rural,2,No,8.45
HH_00639,211.4,42338,4,Rural,4,Yes,9.09
HH_00640,251.1,29301,5,Rural,1,Yes,9.96
HH_00641,166.0,9952,6,Rural,1,No,8.52
HH_00642,130.6,27042,1,Rural,1,Yes,7.96
HH_00643,273.7,51394,11,Urban,4,Yes,6.25
HH_00644,177.3,21578,1,Urban,2,Yes,9.08
HH_00645,202.5,58245,3,Urban,7,Yes,6.47
HH_00646,280.1,16348,8,Rural,2,No,8.26
HH_00647,153.6,15019,4,Urban,1,Yes,8.04
HH_00648,161.6,45992,3,Urban,3,Yes,5.0
HH_00649,208.0,20502,2,Rural,3,No,8.39
HH_00650,238.9,30530,1,Urban,2,No,8.6
HH_00651,197.0,34222,6,Urban,3,No,6.63
HH_00652,160.4,11692,4,Rural,1,No,9.1
HH_00653,211.7,25957,3,Rural,2,No,9.28
HH_00654,235.0,34099,2,Urban,2,No,7.64
HH_00655,164.4,19890,1,Rural,1,Yes,8.73
HH_00656,171.1,43364,1,Urban,3,Yes,7.67
HH_00657,264.7,9003,11,Rural,1,No,10.0
HH_00658,86.7,20466,2,Urban,1,No,6.8
HH_00659,129.2,9294,1,Urban,1,Yes,7.47
HH_00660,172.6,49116,4,Urban,5,No,7.04
HH_00661,160.9,16911,3,Urban,1,No,8.27
HH_00662,172.5,19490,2,Rural,2,No,9.19
HH_00663,158.1,43725,7,Urban,4,No,7.12
HH_00664,182.1,50237,1,Urban,4,No,5.87
HH_00665,215.6,16995,8,Urban,1,Yes,6.81
HH_00666,175.8,17309,1,Rural,2,No,9.36
HH_00667,208.3,49035,4,Rural,6,No,8.22
HH_00668,278.3,50348,4,Rural,5,No,8.33
HH_00669,304.1,63290,3,Urban,7,No,6.82
HH_00670,245.1,42855,4,Urban,4,Yes,9.11
HH_00671,174.2,19149,4,Urban,2,Yes,7.28
HH_00672,244.3,53867,6,Urban,5,No,8.15
HH_00673,226.0,16371,6,Rural,1,No,10.0
HH_00674,204.8,25196,5,Rural,1,No,9.71
HH_00675,178.2,23942,2,Urban,2,Yes,6.91
HH_00676,239.1,31550,5,Urban,4,No,7.56
HH_00677,155.4,19863,3,Rural,1,No,8.85
HH_00678,206.2,40573,4,Urban,4,No,8.89
HH_00679,200.5,47067,3,Urban,4,Yes,7.49
HH_00680,230.0,24725,4,Urban,4,No,7.4
HH_00681,163.9,15632,3,Urban,3,Yes,9.17
HH_00682,247.6,92778,3,Urban,8,No,6.05
HH_00683,371.1,155851,7,Urban,14,No,5.62
HH_00684,158.9,45777,2,Urban,2,Yes,7.75
HH_00685,242.2,15814,5,Urban,2,Yes,8.01
HH_00686,232.4,22008,5,Urban,2,No,7.54
HH_00687,217.8,47504,4,Urban,3,No,7.83
HH_00688,261.9,40247,2,Rural,4,No,8.28
HH_00689,223.4,8694,4,Rural,1,Yes,10.0
HH_00690,218.1,32484,4,Urban,4,No,7.21
HH_00691,188.4,39366,3,Urban,3,No,8.37
HH_00692,191.2,30238,5,Rural,1,No,9.81
HH_00693,186.8,28479,2,Urban,2,No,7.94
HH_00694,162.8,13695,4,Urban,1,Yes,7.7
HH_00695,189.8,26130,7,Rural,2,No,9.93
HH_00696,254.9,68732,3,Urban,8,Yes,7.23
HH_00697,217.2,17129,5,Rural,2,No,6.64
HH_00698,130.3,44633,4,Urban,4,Yes,6.55
HH_00699,233.2,13540,4,Rural,1,No,9.41
HH_00700,184.8,21070,3,Urban,1,Yes,7.86
HH_00701,201.1,64793,3,Urban,4,Yes,7.41
HH_00702,219.2,44161,2,Urban,4,No,8.46
HH_00703,264.1,46972,8,Urban,3,No,7.63
HH_00704,252.5,44329,7,Rural,5,No,7.05
HH_00705,187.9,18586,2,Urban,1,Yes,7.84
HH_00706,237.9,25131,4,Urban,3,No,8.54
HH_00707,194.8,19789,4,Rural,1,No,9.25
HH_00708,150.2,12829,3,Rural,1,No,9.45
HH_00709,211.2,55993,1,Urban,6,Yes,6.61
HH_00710,179.9,31277,8,Urban,3,No,8.21
HH_00711,185.0,9922,2,Rural,1,No,9.06
HH_00712,189.0,18724,5,Rural,1,No,9.66
HH_00713,196.5,19936,5,Rural,2,Yes,9.5
HH_00714,236.6,31537,4,Rural,3,No,8.99
HH_00715,129.8,22788,1,Rural,1,No,9.49
HH_00716,210.8,46156,3,Urban,4,No,7.34
HH_00717,221.5,42415,3,Urban,5,Yes,8.27
HH_00718,186.5,31262,4,Urban,2,No,7.99
HH_00719,197.5,11712,3,Rural,1,No,10.0
HH_00720,251.9,21406,4,Rural,2,No,8.52
HH_00721,207.4,28659,4,Urban,3,No,6.84
HH_00722,352.8,96470,8,Urban,9,Yes,6.31
HH_00723,330.8,78308,4,Urban,9,Yes,7.19
HH_00724,243.8,26313,2,Rural,4,No,9.47
HH_00725,98.9,43922,1,Urban,2,Yes,6.62
HH_00726,185.2,33200,4,Urban,2,Yes,8.04
HH_00727,120.5,16422,2,Urban,1,No,7.22
HH_00728,276.9,30742,2,Urban,3,No,8.0
HH_00729,156.6,37195,2,Urban,3,No,7.57
HH_00730,137.2,40166,2,Urban,3,Yes,7.11
HH_00731,133.4,46389,3,Urban,5,No,6.75
HH_00732,165.1,60833,2,Urban,4,Yes,7.02
HH_00733,169.4,23105,3,Urban,1,Yes,7.67
HH_00734,205.2,23231,5,Urban,1,Yes,6.76
HH_00735,238.7,83584,2,Urban,9,No,6.98
HH_00736,285.4,28587,7,Rural,3,No,9.93
HH_00737,168.2,27684,1,Urban,2,Yes,8.21
HH_00738,198.2,32819,7,Urban,2,No,7.68
HH_00739,257.8,32908,9,Urban,4,No,7.06
HH_00740,297.3,35669,5,Urban,6,Yes,7.48
HH_00741,222.2,46477,5,Urban,4,No,7.07
HH_00742,310.8,160187,4,Urban,14,No,5.2
HH_00743,246.7,20170,5,Rural,3,No,9.9
HH_00744,232.1,52086,5,Urban,4,No,6.99
HH_00745,170.5,12723,6,Urban,1,No,6.32
HH_00746,209.5,26164,4,Urban,1,Yes,8.19
HH_00747,196.4,73159,5,Urban,7,No,7.01
HH_00748,195.0,44555,2,Urban,3,Yes,7.33
HH_00749,206.1,1292,4,Rural,1,Yes,8.56
HH_00750,121.2,26971,2,Rural,1,No,8.37
HH_00751,232.8,110636,1,Urban,11,Yes,5.43
HH_00752,208.5,10567,5,Urban,1,No,7.36
HH_00753,329.6,87093,8,Urban,8,No,6.04
HH_00754,207.4,6633,4,Urban,1,Yes,6.96
HH_00755,182.2,31600,1,Rural,3,No,10.0
HH_00756,179.9,34818,1,Urban,2,Yes,8.59
HH_00757,211.9,8545,7,Urban,1,No,8.09
HH_00758,159.5,23524,5,Rural,2,No,9.07
HH_00759,243.8,69815,4,Urban,5,Yes,8.21
HH_00760,253.5,43540,3,Urban,6,No,8.53
HH_00761,243.0,25566,7,Rural,2,No,8.46
HH_00762,156.1,27339,2,Urban,2,Yes,7.72
HH_00763,219.2,11456,5,Urban,1,Yes,7.67
HH_00764,220.8,53009,5,Urban,4,No,6.84
HH_00765,277.8,51430,4,Rural,4,No,8.45
HH_00766,262.4,68930,6,Urban,5,No,6.7
HH_00767,201.3,10618,6,Urban,1,Yes,8.0
HH_00768,140.9,14103,4,Urban,1,Yes,7.94
HH_00769,144.3,21068,2,Urban,2,Yes,8.79
HH_00770,247.3,13457,6,Urban,2,Yes,7.13
HH_00771,219.7,35940,4,Urban,2,No,8.14
HH_00772,228.9,44318,8,Urban,4,No,6.35
HH_00773,179.9,14838,6,Urban,1,Yes,7.94
HH_00774,264.0,28692,8,Rural,3,Yes,9.83
HH_00775,176.2,50199,2,Urban,5,Yes,7.56
HH_00776,157.3,12954,2,Rural,1,No,9.03
HH_00777,247.2,31558,9,Urban,2,No,7.68
HH_00778,218.9,10864,5,Urban,1,Yes,9.15
HH_00779,227.8,14746,7,Rural,3,No,8.78
HH_00780,217.5,18079,1,Rural,1,No,9.65
HH_00781,270.2,38729,6,Urban,4,No,8.09
HH_00782,169.9,22594,5,Rural,1,No,8.8
HH_00783,190.4,40523,4,Urban,4,Yes,8.67
HH_00784,221.2,29866,4,Urban,2,Yes,9.14
HH_00785,206.5,21372,5,Rural,2,No,10.0
HH_00786,221.1,63851,1,Urban,7,Yes,7.73
HH_00787,238.0,16997,11,Rural,1,No,7.83
HH_00788,210.5,42347,4,Urban,3,No,6.19
HH_00789,228.4,16097,6,Rural,1,No,9.16
HH_00790,177.3,23743,5,Urban,1,No,7.06
HH_00791,173.7,47898,7,Urban,4,No,7.65
HH_00792,194.5,25083,6,Urban,1,Yes,5.29
HH_00793,217.9,44125,5,Urban,5,No,7.71
HH_00794,215.6,35598,3,Urban,4,No,7.23
HH_00795,155.9,29165,3,Urban,1,Yes,7.06
HH_00796,324.5,28744,9,Urban,3,Yes,9.02
HH_00797,223.8,25802,3,Urban,1,No,7.31
HH_00798,140.1,13037,3,Urban,1,Yes,6.49
HH_00799,151.5,22648,4,Rural,1,No,9.48
HH_00800,137.5,20682,2,Rural,1,No,9.45
HH_00801,223.5,29969,4,Rural,3,No,8.84
HH_00802,213.2,25443,5,Urban,3,No,9.44
HH_00803,256.4,56126,6,Rural,7,No,8.67
HH_00804,187.6,27868,5,Urban,2,Yes,8.33
HH_00805,181.5,20703,3,Urban,1,Yes,7.9
HH_00806,196.6,19281,4,Urban,2,No,8.69
HH_00807,189.9,6359,6,Rural,1,No,9.14
HH_00808,302.0,87787,9,Urban,9,No,5.57
HH_00809,269.9,79677,6,Urban,7,No,7.18
HH_00810,212.6,25811,6,Rural,1,No,9.29
HH_00811,251.3,20444,10,Urban,2,Yes,8.29
HH_00812,239.8,103762,6,Urban,9,Yes,5.63
HH_00813,206.4,14575,5,Rural,1,No,9.64
HH_00814,192.1,29782,2,Urban,5,No,6.2
HH_00815,270.9,82905,5,Urban,10,Yes,6.13
HH_00816,192.5,26728,3,Rural,3,No,8.47
HH_00817,325.6,67426,8,Rural,6,No,8.69
HH_00818,252.2,40633,8,Urban,3,No,6.89
HH_00819,186.1,27581,3,Urban,3,No,6.42
HH_00820,171.4,24246,4,Urban,3,No,7.13
HH_00821,115.1,11555,1,Urban,1,Yes,8.29
HH_00822,175.6,29612,6,Urban,2,Yes,7.59
HH_00823,249.0,69554,4,Urban,7,No,6.16
HH_00824,187.2,25781,3,Rural,1,No,9.72
HH_00825,169.5,18220,3,Rural,1,No,10.0
HH_00826,183.3,19266,1,Urban,1,No,8.4
HH_00827,216.0,40103,5,Urban,4,Yes,5.45
HH_00828,138.9,64266,1,Urban,6,No,7.04
HH_00829,220.1,23308,4,Rural,3,Yes,8.98
HH_00830,175.6,38682,2,Urban,2,No,5.69
HH_00831,177.0,21696,5,Urban,1,No,6.59
HH_00832,273.3,58889,5,Urban,6,No,7.59
HH_00833,201.8,5345,8,Urban,1,No,8.07
HH_00834,186.7,22648,4,Rural,1,Yes,9.17
HH_00835,290.4,84146,4,Rural,9,No,7.47
HH_00836,204.8,14158,6,Urban,1,Yes,8.63
HH_00837,154.2,15573,3,Rural,1,No,8.26
HH_00838,238.7,17914,7,Rural,1,Yes,8.49
HH_00839,219.6,26517,3,Urban,2,No,7.29
HH_00840,227.2,65181,4,Urban,7,Yes,5.61
HH_00841,180.6,46470,7,Urban,3,Yes,6.47
HH_00842,148.6,19722,3,Rural,1,No,10.0
HH_00843,247.3,56470,4,Urban,6,No,6.32
HH_00844,230.6,35353,1,Urban,5,Yes,8.0
HH_00845,428.5,235866,3,Urban,20,No,4.22
HH_00846,217.2,19711,4,Rural,2,No,9.03
HH_00847,155.6,39350,2,Urban,3,No,6.17
HH_00848,123.9,6450,3,Rural,1,No,9.46
HH_00849,148.8,25261,5,Urban,1,Yes,5.87
HH_00850,268.1,35830,3,Rural,4,Yes,8.45
HH_00851,199.2,15706,4,Urban,2,Yes,7.93
HH_00852,249.1,9590,7,Urban,3,No,8.54
HH_00853,206.8,18352,3,Rural,1,Yes,9.07
HH_00854,177.7,40969,5,Rural,2,Yes,8.29
HH_00855,215.9,35901,2,Urban,5,Yes,6.82
HH_00856,182.7,28607,2,Urban,2,No,7.13
HH_00857,184.2,5901,6,Rural,1,No,9.92
HH_00858,208.6,23611,3,Rural,2,No,9.37
HH_00859,260.5,52045,7,Urban,3,Yes,7.06
HH_00860,152.1,12016,2,Urban,1,No,8.31
HH_00861,148.0,35555,2,Rural,3,No,8.87
HH_00862,227.6,28496,6,Rural,3,No,7.94
HH_00863,202.2,35508,4,Rural,4,No,7.99
HH_00864,230.4,49673,3,Urban,5,No,7.6
HH_00865,191.5,51808,4,Urban,5,Yes,5.98
HH_00866,231.5,24601,4,Rural,4,No,8.77
HH_00867,236.6,30309,2,Rural,3,No,8.88
HH_00868,214.1,6044,8,Rural,1,No,8.59
HH_00869,111.8,14220,4,Urban,1,No,6.43
HH_00870,183.0,22505,5,Urban,1,No,6.67
HH_00871,182.3,16651,3,Rural,2,No,7.77
HH_00872,202.5,44178,3,Urban,3,No,7.71
HH_00873,211.6,21871,1,Rural,2,Yes,9.44
HH_00874,217.9,68416,4,Urban,6,No,6.17
HH_00875,205.1,35854,7,Rural,2,No,7.77
HH_00876,158.1,10664,3,Rural,1,No,10.0
HH_00877,248.2,40386,7,Urban,4,No,7.64
HH_00878,204.4,21044,6,Urban,2,Yes,7.14
HH_00879,204.2,31261,6,Urban,2,No,8.4
HH_00880,208.0,42454,4,Urban,2,No,7.36
HH_00881,161.9,4527,2,Urban,3,Yes,8.2
HH_00882,379.5,148724,7,Urban,15,Yes,4.47
HH_00883,207.5,25285,2,Rural,3,Yes,7.85
HH_00884,236.9,24481,10,Urban,4,Yes,6.32
HH_00885,274.4,111248,3,Urban,11,No,7.66
HH_00886,105.5,28414,1,Urban,2,Yes,6.84
HH_00887,211.5,37896,1,Urban,5,No,7.38
HH_00888,248.9,26129,3,Urban,3,Yes,7.91
HH_00889,260.5,94305,2,Urban,10,Yes,6.28
HH_00890,224.4,16901,5,Rural,2,No,9.09
HH_00891,111.0,38284,4,Urban,2,Yes,7.18
HH_00892,230.5,37063,4,Rural,3,No,9.23
HH_00893,194.1,49721,3,Urban,6,Yes,6.28
HH_00894,192.7,33877,3,Urban,4,No,7.05
HH_00895,192.8,35044,5,Rural,2,No,7.04
HH_00896,226.5,82554,7,Rural,7,No,6.53
HH_00897,313.5,42342,4,Urban,5,No,6.21
HH_00898,244.0,37539,9,Urban,4,Yes,8.02
HH_00899,231.2,38773,4,Urban,4,No,7.1
HH_00900,295.6,76830,3,Urban,7,No,7.18
HH_00901,223.7,24430,7,Urban,2,No,7.89
HH_00902,144.1,29617,3,Urban,2,Yes,7.69
HH_00903,186.2,13913,6,Urban,1,Yes,7.01
HH_00904,158.6,17202,7,Urban,2,Yes,7.77
HH_00905,190.0,13193,5,Rural,1,No,9.49
HH_00906,246.3,17405,2,Rural,2,Yes,10.0
HH_00907,256.7,101169,5,Urban,10,Yes,5.9
HH_00908,208.6,48276,2,Urban,6,Yes,7.73
HH_00909,235.1,20248,3,Urban,2,Yes,7.55
HH_00910,184.3,22613,3,Urban,3,Yes,7.05
HH_00911,209.9,41067,4,Rural,4,No,9.47
HH_00912,239.7,35386,6,Rural,2,No,10.0
HH_00913,192.9,18306,6,Rural,1,No,9.4
HH_00914,102.8,13802,4,Rural,1,Yes,8.73
HH_00915,209.7,35351,6,Rural,4,No,9.25
HH_00916,245.4,9918,1,Rural,2,No,9.57
HH_00917,226.7,44281,4,Urban,3,No,8.99
HH_00918,382.1,136857,4,Urban,13,Yes,6.12
HH_00919,145.6,39589,2,Urban,3,Yes,6.55
HH_00920,219.7,21976,5,Urban,3,Yes,8.64
HH_00921,223.2,44771,5,Urban,4,Yes,7.83
HH_00922,172.6,13576,3,Rural,1,Yes,10.0
HH_00923,192.3,15163,5,Urban,1,No,8.1
HH_00924,242.2,53301,9,Urban,5,Yes,7.86
HH_00925,272.6,68446,5,Urban,5,Yes,7.13
HH_00926,167.9,29043,2,Urban,1,No,7.29
HH_00927,183.0,27910,4,Urban,2,No,7.62
HH_00928,185.5,10109,3,Rural,1,Yes,9.25
HH_00929,195.0,31988,4,Urban,3,No,7.71
HH_00930,145.8,12844,3,Rural,2,No,9.35
HH_00931,132.5,19081,1,Urban,2,Yes,7.42
HH_00932,285.5,108923,4,Urban,10,Yes,5.89
HH_00933,243.1,46304,9,Urban,4,Yes,7.17
HH_00934,207.8,25376,4,Rural,2,Yes,7.64
HH_00935,210.6,30581,2,Rural,2,No,9.78
HH_00936,220.1,55588,3,Urban,6,No,7.29
HH_00937,132.1,14048,1,Rural,1,Yes,8.78
HH_00938,218.0,41218,1,Urban,4,Yes,7.74
HH_00939,183.1,15316,3,Rural,1,No,8.84
HH_00940,206.3,45532,4,Urban,5,Yes,6.79
HH_00941,174.1,42964,1,Urban,5,No,7.54
HH_00942,192.7,14307,6,Rural,1,Yes,10.0
HH_00943,204.4,15764,6,Urban,1,No,7.96
HH_00944,244.7,38209,4,Urban,3,No,6.71
HH_00945,176.4,30962,2,Urban,3,No,7.18
HH_00946,141.0,11258,2,Urban,1,Yes,8.5
HH_00947,247.7,24409,3,Rural,1,Yes,9.4
HH_00948,236.8,32123,7,Rural,3,Yes,9.7
HH_00949,276.6,82054,4,Rural,9,No,8.34
HH_00950,180.1,27677,2,Urban,3,No,8.13
HH_00951,151.0,25333,1,Urban,1,No,9.17
HH_00952,217.2,17987,6,Urban,1,Yes,6.61
HH_00953,177.0,39667,5,Urban,3,Yes,9.22
HH_00954,194.3,39517,2,Urban,2,No,8.05
HH_00955,228.7,11062,8,Rural,1,Yes,10.0
HH_00956,164.7,16206,4,Rural,1,No,8.44
HH_00957,176.2,5491,3,Rural,1,No,9.73
HH_00958,188.9,61018,2,Urban,4,Yes,7.04
HH_00959,174.9,22041,3,Urban,1,No,8.33
HH_00960,176.2,34279,4,Urban,2,Yes,7.77
HH_00961,166.4,14869,1,Urban,2,No,8.04
HH_00962,231.7,24678,6,Urban,5,No,8.2
HH_00963,250.5,29594,2,Urban,3,Yes,7.4
HH_00964,220.1,34763,5,Urban,2,No,6.98
HH_00965,198.2,24003,3,Rural,1,Yes,9.45
HH_00966,241.6,82996,3,Urban,8,Yes,6.09
HH_00967,226.7,27938,6,Rural,1,No,8.91
HH_00968,269.3,62342,6,Urban,7,Yes,5.73
HH_00969,263.1,83346,3,Urban,8,Yes,6.55
HH_00970,181.8,49262,3,Urban,4,No,6.38
HH_00971,178.9,34237,4,Urban,1,No,7.37
HH_00972,321.3,64123,7,Urban,7,No,5.98
HH_00973,235.3,66629,5,Urban,5,Yes,6.79
HH_00974,249.7,26562,10,Rural,2,No,9.76
HH_00975,180.8,14622,5,Urban,1,No,7.28
HH_00976,159.2,21125,3,Urban,1,No,6.89
HH_00977,176.7,29678,4,Urban,2,No,8.11
HH_00978,197.1,55875,4,Urban,4,No,7.73
HH_00979,229.1,34554,6,Urban,2,No,7.73
HH_00980,319.1,69232,8,Urban,7,No,6.39
HH_00981,301.0,39627,5,Rural,4,Yes,8.3
HH_00982,202.5,36961,1,Rural,3,Yes,8.58
HH_00983,195.5,37102,3,Rural,2,No,8.8
HH_00984,179.1,18786,3,Urban,1,No,6.3
HH_00985,170.6,46755,3,Urban,4,No,6.38
HH_00986,272.3,12501,11,Rural,1,No,10.0
HH_00987,207.7,13012,4,Urban,1,No,7.95
HH_00988,212.4,29455,4,Urban,1,No,8.47
HH_00989,287.2,77493,1,Urban,7,Yes,7.42
HH_00990,175.4,23731,5,Rural,1,No,8.84
HH_00991,265.6,117452,3,Urban,10,Yes,5.64
HH_00992,204.8,20019,4,Rural,2,Yes,9.93
HH_00993,240.5,78183,4,Rural,7,No,8.7
HH_00994,233.2,38933,7,Urban,2,No,8.1
HH_00995,201.1,18244,3,Rural,1,No,9.18
HH_00996,192.2,16243,4,Urban,1,No,7.84
HH_00997,250.2,68148,5,Urban,6,Yes,6.57
HH_00998,209.3,25895,3,Urban,2,No,7.51
HH_00999,193.8,12208,3,Rural,1,No,8.75
HH_01000,242.7,75496,5,Urban,7,No,6.58
HH_01001,141.6,70125,3,Urban,6,Yes,6.61
HH_01002,218.1,69032,3,Urban,6,No,6.4
HH_01003,202.6,28163,5,Urban,2,Yes,8.14
